Tweets,target(fake=0)
2000 people died of COVID-19 on 3/15/20 in France.,0
Chinese police crack down on suspected coronavirus patients.,0
Details of three coronavirus positive cases reported in Kothapet (Hyderabad India).,0
Photo of meat (mutton) affected by coronavirus.,0
Turmeric And Lemon Help Fight Against coronavirus.,0
Coronavirus patient arrested in Punjab,0
One can get free masks from the government to fight coronavirus by filling this form in the web link.,0
Office Memorandum of the Indian Ministry of Health and Family Welfare declaring holidays to the states of Maharashtra Gujarat Uttar Pradesh and Sikkim in the wake of COVID-19.,0
Cristiano Ronaldo’s hotels to be turned into quarantine centres in Portugal.,0
A video has been viewed thousands of times in multiple posts on Facebook Twitter and YouTube which claim it shows Chinese police arresting people infected with the novel coronavirus.,0
Chinese intelligence officer reveals coronavirus is a bioweapon.,0
Actor Tom Hanks died due to coronavirus.,0
Indian Daily Reports That Wife Of A Positive Patient Ran Away did not comply with the authorities and tested positive.,0
Audio claiming India would be put under a complete lockdown.,0
After husband tested positive for coronavirus wife fled from Bangalore to Agra in India.,0
Multiple Facebook and Twitter posts shared hundreds of times claim the World Health Organization (WHO) reported that no vegetarian has contracted the novel coronavirus.,0
Eating salt on the onion will eliminate the coronavirus.,0
Israel and USA have come up with a vaccine.,0
COVID-19 Breeds Rapidly In Toilet Paper.,0
Staff of Gold Coast Hospital in Australia has gifted a volleyball to Tom Hanks in quarantine.,0
Central government has announced blanket holiday for schools/colleges in 4 states in India.,0
Indian Ministry of Health and Family Welfare issued an office memorandum declaring compulsory holiday in four Indian states.,0
India announced holidays for four states.,0
Israel has manufactured the coronavirus vaccine,0
Drinking water with lemon can prevent COVID-19.,0
News channels suggest drinking tulsi and noni juice will help prevent the novel coronavirus.,0
Most countries affected by COVID-19 are along the same 40-degree north latitude.,0
Consuming onion and salt followed by a glass of water can cure coronavirus.,0
Indian President Ramnath Kovind pouring gaumutra (cow urine) on globe to prevent coronavirus.,0
A worker at the Prince hotel in Mehdipatnam (Hyderbad India) has tested positive for coronavirus.,0
AIIMS (Indian medical institute) team has said that Toddy has medicinal properties to cure coronavirus.,0
Japanese doctors claim drinking water every 15 minutes prevents COVID-19.,0
Coronavirus dies at a temperature above 26-27 degrees Celsius as per UNICEF.,0
Muslim People in China seeking refuge in Islam by reading Quran to save themselves from COVID-19.,0
Anti-Malaria Drug Chloroquine Is A Cure For coronavirus.,0
Indian yoga guru Baba Ramdev has been infected with coronavirus.,0
“Arsenic album-30 homeopathic medicine can prevent coronavirus. Information given by Ministry of AYUSH.”,0
Video shows reciting Namaaz and Quran is the only treatment for COVID-19.,0
UNICEF advises a certain set of steps to follow for coronavirus.,0
In an Aaj Tak news report the Chinese prime minister said “Reading Quran and offering namaz is the only cure for COVID-19.”,0
A post has been shared on Facebook Twitter and Whatsapp claims a regional government in India has recommended that the juice of bitter gourd a vegetable often used in traditional medicine is an effective treatment for the novel coronavirus.,0
Hot air application through a hairdryer on the face to heat up nostrils and the sinus kills the novel coronavirus.,0
Drinking warm water with lemon protects against the novel coronavirus.,0
Cocaine cures COVID-19.,0
Chinese President Xi Jinping visited Muslims to understand why they are not contracting COVID-19.,0
Aaj Tak channel aired a program that said drinking alcohol or smoking weed can cure COVID-19.,0
Girl infected with coronavirus found dead in her apartment in Delhi.,0
Runny nose and coughing sputum are not symptoms of COVID-19.,0
Precautionary measures suggested by UNICEF.,0
Precautionary measures suggested by UNICEF.,0
The WHO has issued an alert against buying holy colors from China,0
A Shaheen Bagh protest in India was claimed to have coronavirus.,0
Consuming large doses of Vitamin C can stop the spread of coronavirus.,0
UNICEF releases coronavirus prevention guidelines.,0
European Health Organization (EHO) announced that eating beef can cure coronavirus.,0
Rapper Eminem contacted coronavirus.,0
The photos show Indians bathing in cow dung to prevent infection.,0
Images of BJP men smearing cow dung on one another after their party leader Suman Haripriya said cow dung may help cure coronavirus.,0
Man critical with novel coronavirus in Barhalganj India.,0
Alcohol kills the coronavirus.,0
Coronavirus patients in China are caught by officials on a highway.,0
Coronavirus patients in China are caught by officials on a highway.,0
A video accompanying a claim shows bodies being removed from a hospital in Iran during the novel coronavirus pandemic.,0
The WHO has issued an alert against buying holy colors from China,0
Holding your breath can test for COVID-19.,0
China needs coronavirus SWAT (special weapons and tactics) police teams to arrest this coronavirus victim.,0
Indian Government and the WHO advised people not to purchase colors from China for Holi.,0
Coronavirus case in Uttar Pradesh district India.,0
A Chinese SWAT Team takes down a coronavirus suspect,0
Chinese converting to Islam after realizing that no Muslim was affected by COVD19 in the country.,0
Chinese are converting to Islam after realizing that no Muslim was affected by COVID-19 in the country.,0
China seeks court’s approval to kill 20000 coronavirus patients.,0
Cocaine kills the coronavirus.,0
Seven children died from coronavirus within one week in Karimganj (Assam India).,0
Drinking alcohol kills the coronavirus.,0
Bus driver in China vomits blood after becoming unconscious behind the wheel.,0
A video shows a massive explosion in Wuhan China to control the spread of coronavirus.,0
There is a COVID-19 case in east Indian state.,0
New confirmed cases of COVID-19 in Kolkatta reported by Press Trust of India.,0
A video shows police killing COVID-19 affected people in China.,0
Chicken infected from coronavirus found In Bangalore.,0
Video of police killing COVID-19 affected people in China.,0
People in Wuhan are locked inside their houses trying to escape a building fire.,0
The WHO declared COVID-19 is the abbreviation for China Outbreak Virus in December 2019.,0
Weed kills the coronavirus.,0
“THE CHINESE HAVE BEGUN TO USE THEIR HUMAN CORPSE TO PROCESS INTO PRODUCTS SUCH AS CORNED BEEF TO SHIP TO AFRICA. Please share with your contacts. Very important”,0
