Tweets,target(fake=0)
india minister state ayush shripad naik held press conference claiming prince charles followed rule ayurveda recovering soon,0
image india police officer beating street child abiding lockdown,0
image kerala pinarayi vijayan following modis appeal light lamp april,0
issued protocol lockdown eproviding relaperiod five day,0
india congress president approval required use fund pmnrf,0
issued guideline implement lockdown country per guideline april lockdown india rela day imposed,0
image public beating police officer enforcing lockdown india state,0
man italy killed lost family corona,0
government andhra pradesh made kanipakam temple quarantine center corona suspect,0
india nature reclaiming space,0
steam therapy kill new corona,0
disaster management act implemented across india per act apart government department citizen allowed post share forward related novel corona,0
video whale spotted near bombay high,0
owing india lighting diyas april satellite captured india illuminated world darkness,0
video man spitting face another man new york subway spread corona,0
photo family committed suicide due hunger lockdown,0
video congress leader rahul priyanka gandhi breaking corona lockdown stepping out,0
video rahul gandhi priyanka vadra breaking lock regulation,0
corona death israel found cure corona milemon baking soda,0
visuals ooty coimbatore road india claimed original owner peacock wild boar,0
video show corona infected corps sea,0
photo family committed suicide due hunger lockdown,0
news corona shared seeking government permission,0
prescribed lockdown strategy tackle corona india following,0
photo taken nasa candle diyas lit nine minute,0
recent photo deer peacock ooty coimbatore road,0
video suggesting man spitting bread spread corona,0
government turned lord vinayakas kanipakam temple isolation ward treating corona patient,0
post shared multiple time facebook whatsapp twitter india based user alongside claim world health organization who issued guideline corona lockdown,0
amid corona lockdown food distributed india state tamil nadu,0
video show man claiming tablighi jamaat muslim group spitting police putting quarantine,0
photo grand celebration ram navami bhuj mandir gujarat india lockdown,0
video uttar pradesh police catching corona jihadist chor bazaar,0
whatsapp forward claiming call recorded india government,0
video showing playful deer beach claimed india village lockdown,0
video man committed suicide due corona,0
viral video showing men assaulting policeman shared claim agripada mumbai indiaa,0
viral video apparently showing muslim devotee sneezing circulated claim nizamuddin mosque delhi deliberately trying get infected order spread corona india,0
order take money national relief fund pmnrf congress president permission required care created,0
sri lankan police made announcement stating citizen allowed post update share forward related corona punishable offense,0
brazilian lighting candle modis call stand solidarity corona,0
per who protocol procedure lockdown period lockdown relaapril imposed april india,0
